Record_ID,Year,Country,Region,Income_Level,Depression_Rate_Pct,Anxiety_Rate_Pct,Bipolar_Disorder_Rate_Pct,Schizophrenia_Rate_Pct,PTSD_Rate_Pct,Eating_Disorder_Rate_Pct,Substance_Use_Disorder_Pct,Suicide_Rate_Per_100k,Treatment_Gap_Pct,Healthcare_Access_Index,Psychiatrists_Per_100k,Govt_MentalHealth_Spending_PctGDP,Avg_Daily_Screen_Time_Hours,Unemployment_Rate_Pct,Urbanization_Rate_Pct,Social_Support_Index,Stigma_Index,Mental_Health_Crisis_Index,Crisis_Level
GMHCI-0809,2017,Netherlands,Europe,High,13.78,15.85,1.29,0.553,7.37,1.84,11.82,13.57,43.4,89.1,9.99,8.64,7.1,4.3,32.9,37.0,6.3,59.98,High
GMHCI-0810,2021,Norway,Europe,High,16.0,22.0,2.55,0.677,5.67,3.39,6.8,13.49,54.0,71.5,10.27,11.05,10.4,9.7,27.0,37.6,30.5,73.8,High
GMHCI-0811,2018,Poland,Europe,Upper-Middle,8.67,11.34,1.02,0.477,7.11,1.63,6.05,6.61,62.3,62.1,7.29,2.74,9.3,2.6,84.1,71.1,43.2,47.55,Moderate
GMHCI-0812,2024,Brazil,South America,Upper-Middle,14.46,13.07,3.26,0.816,6.83,1.56,12.0,9.38,62.5,72.3,5.2,3.71,10.2,10.8,84.7,82.5,24.1,58.17,High
GMHCI-0813,2015,Mexico,North America,Upper-Middle,8.8,13.43,1.08,0.499,2.3,0.8,5.33,8.11,58.1,69.0,5.65,5.27,8.6,14.5,69.0,69.7,25.9,48.47,Moderate
GMHCI-0814,2015,South Korea,Asia,High,17.48,15.6,0.96,0.265,1.46,1.99,10.52,8.08,39.0,86.5,10.63,7.67,7.5,12.9,74.8,53.0,19.0,58.5,High
GMHCI-0815,2022,Iran,Asia,Upper-Middle,8.94,15.93,2.33,0.858,4.18,3.11,5.54,9.95,57.7,69.7,8.78,3.45,7.2,21.5,89.5,26.7,33.7,54.6,High
GMHCI-0816,2020,Ukraine,Europe,Lower-Middle,7.85,7.82,0.62,0.492,7.74,1.79,2.73,11.74,83.4,25.6,1.52,0.57,10.9,3.7,86.1,57.1,72.1,57.9,High
GMHCI-0817,2023,Netherlands,Europe,High,13.94,18.14,3.48,1.19,6.01,2.99,5.92,13.82,28.4,89.6,22.37,9.52,4.5,3.2,49.5,65.5,16.0,61.79,High
GMHCI-0818,2021,Norway,Europe,High,13.14,21.71,2.06,1.03,5.23,0.61,3.19,8.2,47.0,76.5,12.26,4.61,5.0,19.5,43.6,44.7,24.9,60.3,High
GMHCI-0819,2024,Russia,Europe,Upper-Middle,10.91,8.33,1.57,0.716,4.85,2.65,7.17,16.86,54.4,65.0,9.72,5.8,4.5,24.5,67.9,78.4,37.1,60.03,High
GMHCI-0820,2018,India,Asia,Lower-Middle,9.6,7.26,1.94,1.139,8.14,2.82,10.43,4.14,72.5,22.4,1.4,1.43,10.5,9.0,55.1,44.8,83.2,49.26,Moderate
GMHCI-0821,2020,United Kingdom,Europe,High,13.08,20.1,1.83,0.499,8.21,3.93,3.41,15.05,26.5,89.7,20.15,7.61,9.0,11.0,42.8,26.5,13.6,63.44,High
GMHCI-0822,2015,Brazil,South America,Upper-Middle,11.24,16.63,0.87,0.606,3.8,3.08,3.26,15.02,51.9,71.7,2.43,4.98,5.1,7.1,69.0,54.8,26.0,63.43,High
GMHCI-0823,2016,Colombia,South America,Upper-Middle,7.76,9.01,0.98,1.147,7.35,3.67,6.14,12.82,59.6,64.1,4.42,5.66,10.2,4.8,38.6,63.7,42.4,52.26,High
GMHCI-0824,2024,New Zealand,Oceania,High,12.85,21.54,0.98,0.323,5.2,2.5,2.36,10.72,49.8,85.3,9.52,8.63,4.8,25.9,39.3,27.6,21.1,63.11,High
GMHCI-0825,2021,Brazil,South America,Upper-Middle,7.65,12.52,3.18,0.889,1.77,2.64,3.21,5.64,57.2,58.8,2.98,5.97,5.3,4.6,60.1,70.2,50.0,46.1,Moderate
GMHCI-0826,2018,Poland,Europe,Upper-Middle,9.21,12.61,3.26,0.496,4.84,3.37,10.32,11.66,72.8,64.0,6.85,3.07,9.2,14.4,77.0,64.1,27.4,55.7,High
GMHCI-0827,2024,Egypt,Africa,Lower-Middle,8.94,6.73,2.52,1.194,4.06,1.37,11.04,6.31,85.5,39.2,1.96,1.66,10.9,8.3,84.6,59.1,57.0,48.94,Moderate
GMHCI-0828,2024,Colombia,South America,Upper-Middle,11.71,9.06,2.26,0.29,2.83,1.84,6.61,12.51,67.0,46.5,5.1,4.39,3.3,9.5,68.1,74.8,49.3,59.53,High
GMHCI-0829,2020,Russia,Europe,Upper-Middle,10.12,11.99,2.7,0.999,4.86,0.53,3.98,5.15,59.6,73.5,2.65,3.0,8.8,22.4,62.9,20.5,34.9,46.47,Moderate
GMHCI-0830,2024,Turkey,Asia,Upper-Middle,14.84,11.06,0.95,1.033,8.63,0.87,3.58,6.83,65.6,49.2,6.86,2.78,8.9,2.7,58.3,57.3,41.5,56.42,High
GMHCI-0831,2017,Thailand,Asia,Upper-Middle,13.26,10.12,3.43,1.009,6.46,2.97,4.53,9.83,70.7,53.0,8.79,2.73,5.4,7.2,64.6,46.4,42.4,58.45,High
GMHCI-0832,2021,Ukraine,Europe,Lower-Middle,8.05,8.45,0.68,0.596,8.27,1.32,8.87,7.79,78.7,42.7,1.41,1.06,5.3,14.1,46.1,59.0,56.8,50.25,High
GMHCI-0833,2022,Netherlands,Europe,High,15.77,21.97,1.0,0.818,5.22,2.69,10.77,13.71,45.9,80.1,8.74,7.54,5.2,3.8,97.0,24.4,13.8,70.01,High
GMHCI-0834,2021,Japan,Asia,High,9.34,19.71,3.38,0.786,1.91,4.0,4.28,15.19,38.9,95.1,10.23,7.24,3.1,7.5,25.2,29.2,0.0,57.94,High
GMHCI-0835,2019,Saudi Arabia,Asia,High,11.64,14.78,2.07,1.191,7.8,2.57,5.2,12.26,37.6,85.2,21.54,5.31,10.9,16.0,93.9,49.2,23.1,55.85,High
GMHCI-0836,2022,Bangladesh,Asia,Lower-Middle,8.76,6.12,2.1,0.2,5.34,0.96,4.7,6.37,87.5,34.4,0.19,0.73,9.8,18.9,82.8,64.0,68.3,50.22,High
GMHCI-0837,2024,New Zealand,Oceania,High,13.43,17.57,2.63,0.256,7.74,2.59,5.56,11.23,27.3,75.0,12.27,6.34,5.2,25.9,84.1,92.7,34.8,59.62,High
GMHCI-0838,2018,South Africa,Africa,Upper-Middle,8.14,10.0,0.9,0.959,7.05,1.69,8.3,12.57,54.5,62.8,9.29,3.4,8.9,21.8,93.9,90.3,28.7,50.5,High
GMHCI-0839,2023,Ethiopia,Africa,Low,3.84,4.07,2.64,1.031,3.61,3.78,1.68,7.34,93.1,13.2,0.03,0.57,4.0,21.4,87.9,74.0,87.0,46.53,Moderate
GMHCI-0840,2020,France,Europe,High,10.25,13.48,2.16,1.179,4.97,1.44,4.65,14.68,34.8,72.8,15.0,9.07,4.1,16.8,88.4,71.2,25.1,55.97,High
GMHCI-0841,2024,Sweden,Europe,High,14.8,19.52,1.4,0.871,5.8,2.68,11.17,7.57,39.0,93.9,12.51,5.77,9.7,21.9,26.3,45.3,0.0,54.78,High
GMHCI-0842,2021,Ghana,Africa,Lower-Middle,8.99,13.88,1.59,0.54,5.29,2.48,1.86,4.67,84.4,24.6,0.13,0.54,7.8,17.9,94.4,26.1,78.2,56.24,High
GMHCI-0843,2022,Ukraine,Europe,Lower-Middle,7.94,10.7,1.52,1.187,2.77,3.51,11.43,7.82,85.2,38.3,0.24,1.72,10.9,15.4,79.2,76.5,65.0,54.41,High
GMHCI-0844,2019,South Africa,Africa,Upper-Middle,14.78,17.52,2.54,0.409,4.17,2.71,4.81,10.32,52.0,50.4,5.1,3.62,7.2,15.3,66.1,58.4,58.5,67.52,High
GMHCI-0845,2019,Japan,Asia,High,10.02,13.71,1.54,0.92,4.36,3.96,8.37,8.84,51.2,96.3,21.88,7.97,10.7,26.4,79.3,68.9,7.6,47.63,Moderate
GMHCI-0846,2018,Bangladesh,Asia,Lower-Middle,6.09,10.29,1.28,0.36,6.67,3.74,4.76,11.78,78.8,45.6,0.11,1.33,8.3,16.1,50.1,44.0,64.1,55.85,High
GMHCI-0847,2017,Ukraine,Europe,Lower-Middle,11.16,11.88,2.0,1.17,5.49,2.77,8.56,11.69,70.1,20.8,1.02,2.25,3.8,2.5,83.3,26.5,79.5,65.19,High
GMHCI-0848,2016,China,Asia,Upper-Middle,8.84,10.9,1.07,1.058,8.34,1.32,7.36,5.14,71.3,63.4,8.44,3.33,5.8,23.4,73.0,58.8,29.2,44.62,Moderate
GMHCI-0849,2015,Japan,Asia,High,14.99,14.29,1.83,1.099,3.8,0.81,4.73,7.66,42.9,94.8,20.81,11.34,8.6,6.7,72.7,79.0,5.7,51.87,High
GMHCI-0850,2021,China,Asia,Upper-Middle,8.69,16.53,1.01,0.555,7.65,0.92,6.54,6.91,74.7,59.6,4.83,4.41,6.8,24.8,73.9,48.1,31.6,52.87,High
GMHCI-0851,2018,Australia,Oceania,High,13.1,20.69,1.12,1.146,6.12,1.21,3.9,14.4,41.8,83.4,18.68,8.72,8.2,9.4,68.1,58.7,8.8,64.72,High
GMHCI-0852,2016,Turkey,Asia,Upper-Middle,6.4,12.85,3.02,0.96,8.25,3.13,11.86,11.84,72.0,65.5,9.36,3.99,9.1,27.6,69.3,34.1,32.4,52.9,High
GMHCI-0853,2017,Vietnam,Asia,Lower-Middle,5.59,11.25,2.28,0.237,3.3,3.19,3.71,4.54,87.3,40.9,0.42,1.35,8.2,21.1,53.2,41.7,56.4,46.12,Moderate
GMHCI-0854,2016,Vietnam,Asia,Lower-Middle,8.15,11.72,1.97,0.996,7.78,1.18,8.65,5.61,85.5,21.9,1.55,1.98,8.6,23.8,41.3,44.3,84.2,55.48,High
GMHCI-0855,2024,Saudi Arabia,Asia,High,11.96,12.08,1.91,0.709,6.46,2.48,8.07,13.7,50.0,70.4,18.36,9.06,4.2,9.7,84.2,26.4,32.0,59.07,High
GMHCI-0856,2018,Saudi Arabia,Asia,High,9.24,14.09,2.18,0.856,7.4,2.13,1.81,11.8,27.3,86.4,14.4,10.27,10.0,2.7,81.7,81.0,11.8,47.98,Moderate
GMHCI-0857,2015,Brazil,South America,Upper-Middle,11.26,11.06,1.06,0.749,8.77,3.85,11.15,9.77,62.7,51.6,8.54,3.09,3.7,8.1,82.2,29.1,52.9,56.79,High
GMHCI-0858,2022,Ghana,Africa,Lower-Middle,7.77,6.74,3.04,1.119,4.01,3.14,3.15,9.37,85.4,47.1,1.99,1.54,4.7,8.7,58.7,35.3,49.9,50.49,High
GMHCI-0859,2023,Australia,Oceania,High,9.16,15.26,0.97,0.942,5.56,0.65,3.63,11.19,44.5,75.4,20.66,10.28,9.3,3.0,35.3,62.4,22.6,52.34,High
GMHCI-0860,2018,New Zealand,Oceania,High,12.7,17.06,0.78,0.54,1.52,1.86,2.6,11.3,42.5,92.2,18.75,8.66,10.9,17.9,32.6,22.0,10.7,56.95,High
GMHCI-0861,2016,Mexico,North America,Upper-Middle,8.33,12.76,1.23,1.048,3.83,1.16,7.17,11.98,66.0,57.4,5.79,5.43,10.4,8.4,33.5,53.2,41.6,56.15,High
GMHCI-0862,2020,Brazil,South America,Upper-Middle,14.64,12.83,1.01,0.637,4.47,2.45,4.55,13.04,67.9,54.0,9.72,3.94,4.5,14.7,41.3,78.3,49.5,67.93,High
GMHCI-0863,2023,Ethiopia,Africa,Low,5.72,7.89,1.05,0.638,6.46,2.51,10.02,5.99,94.1,14.3,0.04,0.39,9.3,13.6,79.0,42.4,78.5,49.61,Moderate
GMHCI-0864,2024,Norway,Europe,High,10.08,11.48,1.29,1.032,8.33,1.24,10.17,13.75,29.6,92.2,9.74,11.83,5.7,26.9,33.9,68.1,13.1,50.03,High
GMHCI-0865,2018,Japan,Asia,High,12.36,20.91,1.67,0.715,5.21,1.17,9.63,12.76,26.0,80.6,23.05,10.64,7.6,25.2,58.6,81.1,22.7,61.28,High
GMHCI-0866,2020,Ukraine,Europe,Lower-Middle,6.21,13.32,1.7,1.162,6.67,2.34,8.51,3.34,87.0,23.2,1.54,0.78,8.8,6.5,91.3,56.7,82.5,51.06,High
GMHCI-0867,2021,Australia,Oceania,High,10.35,16.75,1.94,1.0,2.44,3.89,6.74,15.01,49.5,94.5,19.11,8.23,10.2,7.3,58.2,75.5,0.8,58.15,High
GMHCI-0868,2016,Germany,Europe,High,16.13,20.84,2.88,0.519,4.25,2.83,7.32,9.34,37.3,78.7,18.92,11.6,10.9,15.4,48.7,68.0,22.3,63.37,High
GMHCI-0869,2022,Germany,Europe,High,8.52,19.45,0.83,0.762,5.19,1.68,11.94,12.21,46.6,72.2,10.03,8.13,9.5,17.3,89.5,67.0,25.3,57.4,High
GMHCI-0870,2018,Poland,Europe,Upper-Middle,14.0,16.58,2.42,0.453,6.89,2.33,5.19,10.63,72.8,71.9,5.54,2.64,4.9,17.6,49.0,93.9,21.4,63.63,High
GMHCI-0871,2018,Ghana,Africa,Lower-Middle,5.74,9.44,0.58,1.176,5.69,3.9,2.1,8.57,85.7,48.4,1.42,2.13,3.4,5.1,57.9,93.6,49.2,48.95,Moderate
GMHCI-0872,2017,United States,North America,High,15.96,14.0,2.38,0.675,5.7,2.03,4.46,9.58,41.0,82.7,8.69,6.54,7.2,25.7,69.3,33.5,10.7,56.08,High
GMHCI-0873,2023,Ghana,Africa,Lower-Middle,5.39,8.42,0.68,1.171,7.95,2.29,7.5,8.48,87.1,30.0,0.97,1.47,3.1,27.3,42.4,20.3,79.8,52.22,High
GMHCI-0874,2018,Kenya,Africa,Lower-Middle,6.26,12.99,2.81,0.223,2.03,2.84,4.1,7.62,74.8,21.9,1.61,1.95,7.8,16.0,40.2,44.1,85.8,55.41,High
GMHCI-0875,2017,Bangladesh,Asia,Lower-Middle,7.99,9.48,2.79,0.441,5.56,2.24,7.76,11.16,74.3,31.5,1.19,2.45,5.1,11.4,32.2,59.3,62.4,55.95,High
GMHCI-0876,2017,China,Asia,Upper-Middle,14.61,15.54,1.12,0.987,1.48,1.13,10.3,15.56,56.8,73.8,9.89,2.93,5.4,20.5,66.5,46.5,21.2,67.9,High
GMHCI-0877,2020,Canada,North America,High,11.88,15.32,2.41,0.93,3.42,2.04,7.22,7.44,38.7,85.2,9.99,8.26,10.5,23.5,33.4,61.9,6.0,47.58,Moderate
GMHCI-0878,2019,Pakistan,Asia,Lower-Middle,10.26,6.51,0.65,0.236,4.71,1.55,2.77,8.33,73.4,32.2,0.92,0.58,9.7,26.3,31.7,54.7,57.9,51.66,High
GMHCI-0879,2016,Germany,Europe,High,8.07,21.8,2.56,1.162,2.1,1.5,5.63,8.78,49.0,80.6,14.25,4.09,8.7,18.7,72.0,47.8,25.6,54.56,High
GMHCI-0880,2023,Netherlands,Europe,High,8.41,17.72,2.9,0.644,8.41,1.59,6.96,6.92,45.1,81.6,21.26,5.09,10.9,8.0,63.7,68.1,22.0,47.6,Moderate
GMHCI-0881,2019,Indonesia,Asia,Lower-Middle,11.92,6.8,2.46,1.088,1.77,1.86,10.82,9.05,85.8,41.0,0.51,1.14,6.4,22.2,36.8,27.5,67.0,58.49,High
GMHCI-0882,2018,Vietnam,Asia,Lower-Middle,7.9,12.02,1.31,0.721,1.94,1.24,11.98,11.1,85.1,35.2,0.33,0.63,3.1,26.7,82.1,63.0,62.7,59.75,High
GMHCI-0883,2019,South Korea,Asia,High,8.96,15.09,1.67,0.379,3.65,3.32,2.2,5.96,27.5,84.3,9.8,6.84,10.8,7.2,58.9,66.2,11.4,40.36,Moderate
GMHCI-0884,2019,Philippines,Asia,Lower-Middle,9.62,12.27,2.47,1.169,2.23,3.2,7.76,7.38,72.4,22.3,0.62,2.44,5.2,16.8,52.1,65.3,68.2,56.08,High
GMHCI-0885,2016,Egypt,Africa,Lower-Middle,7.69,9.56,1.25,0.238,1.59,3.81,8.85,9.31,86.4,35.0,0.62,2.2,5.8,12.3,70.2,65.1,69.7,55.98,High
GMHCI-0886,2021,Tanzania,Africa,Low,3.9,5.35,2.41,0.751,1.91,2.59,1.54,5.37,93.9,13.6,0.46,0.63,8.7,9.3,47.7,85.0,96.3,46.56,Moderate
GMHCI-0887,2020,United Kingdom,Europe,High,16.22,13.37,2.5,1.176,2.49,2.78,10.26,14.39,26.3,72.4,20.91,10.17,8.6,26.9,80.9,20.8,25.4,62.5,High
GMHCI-0888,2022,United States,North America,High,12.14,16.13,0.58,1.135,5.01,0.84,7.0,7.75,36.7,96.6,9.47,4.54,8.7,24.8,56.3,71.2,0.0,47.91,Moderate
GMHCI-0889,2016,Ghana,Africa,Lower-Middle,5.34,8.54,2.31,1.01,4.08,3.88,5.46,4.88,86.6,21.1,1.73,2.33,4.1,21.3,66.9,40.2,86.6,48.2,Moderate
GMHCI-0890,2017,Bangladesh,Asia,Lower-Middle,11.82,9.47,1.86,0.623,6.8,0.68,8.21,10.97,71.0,32.3,1.77,1.34,5.1,24.5,72.9,79.6,65.1,60.89,High
GMHCI-0891,2021,Poland,Europe,Upper-Middle,12.53,10.72,2.84,0.202,2.62,2.07,9.29,15.16,74.7,64.6,9.98,4.66,8.8,21.1,36.4,78.5,40.8,65.76,High
GMHCI-0892,2020,Saudi Arabia,Asia,High,11.18,12.37,2.86,0.705,8.48,0.86,6.41,5.38,43.4,83.5,11.24,6.34,10.5,15.1,63.7,58.1,19.3,43.78,Moderate
GMHCI-0893,2021,Argentina,South America,Upper-Middle,6.31,10.31,0.68,0.226,4.72,3.9,8.0,15.55,69.1,66.2,9.34,2.06,10.1,5.7,84.1,36.4,37.6,55.95,High
GMHCI-0894,2022,Poland,Europe,Upper-Middle,13.58,16.22,2.94,0.211,5.7,3.72,5.4,12.6,61.6,58.3,5.58,5.27,4.4,9.4,38.0,32.4,37.4,66.15,High
GMHCI-0895,2021,Nigeria,Africa,Lower-Middle,10.94,10.49,1.38,0.733,8.92,3.29,9.54,7.72,82.0,45.9,1.46,0.75,7.2,26.7,65.6,70.5,45.3,54.8,High
GMHCI-0896,2022,South Korea,Asia,High,15.78,21.68,2.51,1.112,1.95,2.42,6.34,15.67,36.6,70.3,14.13,10.65,6.9,11.8,92.6,35.6,26.2,72.92,High
GMHCI-0897,2018,Iran,Asia,Upper-Middle,14.82,8.76,2.39,0.688,6.88,2.31,9.58,15.16,63.2,50.8,6.53,5.32,4.1,18.0,96.5,23.3,48.3,66.52,High
GMHCI-0898,2022,Australia,Oceania,High,16.57,15.63,2.65,1.111,8.8,3.46,8.86,11.49,27.7,92.0,17.37,11.61,3.0,27.9,51.5,46.5,17.0,59.97,High
GMHCI-0899,2016,Ukraine,Europe,Lower-Middle,11.04,12.86,0.52,0.739,4.07,1.06,11.35,6.43,87.8,27.1,1.62,2.17,3.1,6.8,84.0,56.1,78.7,61.2,High
GMHCI-0900,2024,Germany,Europe,High,13.8,14.35,0.57,0.206,5.16,1.66,5.31,15.14,51.8,88.5,8.59,8.85,3.3,15.3,26.4,88.8,12.1,62.98,High
GMHCI-0901,2022,Italy,Europe,High,15.02,20.86,1.86,0.968,6.72,3.95,10.85,13.17,25.2,94.4,24.01,10.95,10.2,24.2,46.6,28.2,0.0,61.97,High
GMHCI-0902,2017,China,Asia,Upper-Middle,13.76,16.27,2.6,0.858,5.61,1.01,10.41,14.15,57.6,55.9,7.85,2.98,5.0,2.2,93.8,61.4,52.0,70.17,High
GMHCI-0903,2023,Turkey,Asia,Upper-Middle,6.21,15.26,2.97,0.343,1.22,1.38,7.0,13.82,62.8,47.0,7.7,3.43,7.9,13.2,90.4,54.9,45.5,58.13,High
GMHCI-0904,2016,Philippines,Asia,Lower-Middle,11.52,7.32,1.09,1.161,3.48,2.03,8.07,8.55,71.1,22.4,1.18,1.02,6.3,26.9,59.1,26.0,77.7,57.07,High
GMHCI-0905,2024,United States,North America,High,11.99,21.74,2.79,0.249,8.25,2.02,6.46,6.18,47.8,96.5,21.2,8.89,6.7,26.6,55.5,25.4,0.0,52.32,High
GMHCI-0906,2015,Japan,Asia,High,17.99,17.05,2.82,1.155,3.61,2.68,7.86,12.07,32.6,92.5,17.34,9.38,3.7,4.1,56.0,63.2,7.0,63.29,High
GMHCI-0907,2016,United States,North America,High,12.3,21.63,3.08,0.53,2.61,2.89,6.82,5.04,46.0,85.6,15.7,5.5,10.2,7.3,37.8,60.7,12.8,52.71,High
GMHCI-0908,2015,Australia,Oceania,High,11.13,20.24,0.68,0.758,5.33,2.74,7.39,11.08,37.4,78.9,23.71,5.75,3.1,23.7,75.2,57.1,18.5,57.75,High
GMHCI-0909,2021,Brazil,South America,Upper-Middle,10.08,10.21,1.58,0.235,8.9,2.23,5.9,10.46,56.7,47.7,3.56,2.35,9.3,25.9,94.0,73.6,60.0,55.49,High
GMHCI-0910,2019,Philippines,Asia,Lower-Middle,9.21,11.21,1.4,0.433,1.59,1.59,4.89,3.62,77.8,24.8,1.81,2.0,8.7,25.6,56.3,27.2,84.0,52.52,High
GMHCI-0911,2020,New Zealand,Oceania,High,17.91,21.54,2.52,1.048,8.2,3.25,9.2,15.13,28.9,95.0,20.42,6.65,10.0,27.8,34.4,85.4,8.7,71.2,High
GMHCI-0912,2016,Philippines,Asia,Lower-Middle,4.17,5.69,0.99,1.105,2.68,2.25,7.47,11.69,72.3,42.9,1.37,2.07,3.9,18.0,69.6,83.5,48.3,45.51,Moderate
GMHCI-0913,2017,Egypt,Africa,Lower-Middle,7.47,13.53,1.42,0.612,3.73,2.77,2.19,7.27,76.4,27.9,1.66,0.99,7.8,22.9,74.6,64.8,72.2,55.3,High
GMHCI-0914,2016,Turkey,Asia,Upper-Middle,8.26,14.53,2.93,0.343,4.28,3.12,1.76,8.58,56.5,45.8,8.35,4.74,4.8,7.9,54.6,68.2,59.0,54.1,High
GMHCI-0915,2022,Iran,Asia,Upper-Middle,6.12,13.53,0.54,0.232,2.96,2.68,8.29,13.24,59.4,53.7,2.41,3.89,6.0,9.5,62.5,89.1,54.6,56.47,High
GMHCI-0916,2017,Sweden,Europe,High,15.91,18.79,1.18,0.279,7.36,3.12,7.81,8.09,36.9,71.2,23.61,6.26,5.5,25.2,56.1,28.2,26.2,59.99,High
GMHCI-0917,2022,Brazil,South America,Upper-Middle,6.65,10.12,0.9,0.825,6.5,2.11,2.21,12.76,54.6,53.8,3.03,2.82,6.2,4.2,59.1,74.1,41.4,50.73,High
GMHCI-0918,2019,United States,North America,High,15.12,14.4,1.49,0.603,2.38,0.65,6.99,6.63,53.4,79.1,22.19,5.02,4.4,10.4,58.7,82.2,29.6,55.91,High
GMHCI-0919,2016,Mexico,North America,Upper-Middle,14.82,12.35,1.08,0.289,7.0,2.16,9.02,10.82,57.6,56.6,3.43,4.81,10.0,14.1,39.0,64.6,34.6,60.84,High
GMHCI-0920,2021,Brazil,South America,Upper-Middle,13.7,8.28,2.63,0.809,8.29,3.99,9.48,12.34,54.1,60.6,2.49,2.06,4.9,9.1,86.7,47.6,35.4,57.28,High
GMHCI-0921,2015,Poland,Europe,Upper-Middle,14.11,9.91,1.88,0.846,3.51,3.67,6.82,16.05,62.3,69.2,6.65,5.36,10.5,20.5,98.0,87.3,38.1,66.15,High
GMHCI-0922,2024,Vietnam,Asia,Lower-Middle,6.93,9.78,2.33,0.655,8.36,3.22,8.59,9.58,77.0,46.9,0.63,1.35,4.9,19.7,67.4,64.3,55.4,51.92,High
GMHCI-0923,2020,Argentina,South America,Upper-Middle,14.9,11.37,2.57,1.039,2.59,1.41,3.97,10.23,61.6,59.1,7.98,2.98,9.5,10.0,88.7,40.7,46.7,61.67,High
GMHCI-0924,2018,Sweden,Europe,High,17.17,15.78,1.9,0.964,8.58,3.81,4.24,14.55,28.7,72.4,18.96,10.52,3.9,18.9,25.3,36.6,32.3,67.64,High
GMHCI-0925,2023,Bangladesh,Asia,Lower-Middle,4.27,10.95,1.24,1.005,8.84,1.26,11.91,5.72,79.1,46.8,1.2,2.13,4.5,21.1,58.2,55.7,48.0,43.14,Moderate
GMHCI-0926,2024,India,Asia,Lower-Middle,9.15,6.43,0.71,0.342,7.82,3.8,3.77,10.98,86.6,39.3,1.79,0.56,4.7,26.8,45.8,71.0,54.2,55.19,High
GMHCI-0927,2023,Germany,Europe,High,15.8,20.5,0.83,1.158,1.59,2.5,5.26,4.83,40.8,97.0,13.56,5.97,3.3,22.9,45.8,70.2,5.3,54.33,High
GMHCI-0928,2015,Ukraine,Europe,Lower-Middle,10.73,13.99,1.59,0.849,3.3,2.88,6.29,4.68,82.7,38.6,0.94,1.59,5.1,12.4,57.5,69.1,56.8,55.3,High
GMHCI-0929,2020,Brazil,South America,Upper-Middle,7.57,15.93,0.83,0.654,5.38,2.5,11.7,12.84,67.7,70.0,8.8,2.91,5.4,21.6,32.0,74.4,33.0,58.14,High
GMHCI-0930,2020,France,Europe,High,9.18,18.92,0.98,0.45,3.3,3.83,7.03,8.63,32.6,73.7,10.24,7.34,10.2,14.7,89.2,33.3,32.7,51.83,High
GMHCI-0931,2015,New Zealand,Oceania,High,13.13,12.23,2.27,0.655,2.84,1.65,4.12,15.51,49.7,76.0,16.88,8.97,8.2,16.3,53.5,63.0,19.6,61.44,High
GMHCI-0932,2022,Turkey,Asia,Upper-Middle,11.0,12.61,0.78,0.37,3.93,3.96,2.73,14.58,65.2,46.9,2.88,2.71,10.6,26.7,88.4,75.8,59.9,65.96,High
GMHCI-0933,2023,Australia,Oceania,High,16.12,17.0,3.43,0.394,2.13,1.4,7.73,14.42,42.3,96.3,12.23,10.13,7.0,8.2,37.7,69.6,4.3,64.99,High
GMHCI-0934,2022,Poland,Europe,Upper-Middle,14.34,14.09,1.98,1.003,5.3,2.41,4.59,14.12,69.8,65.3,2.85,5.84,7.9,4.4,58.6,62.2,40.4,69.08,High
GMHCI-0935,2016,United Kingdom,Europe,High,8.34,13.64,3.2,0.723,1.2,3.62,1.63,6.94,26.8,88.1,15.94,11.2,7.2,16.7,90.5,64.6,4.6,38.41,Moderate
GMHCI-0936,2021,Brazil,South America,Upper-Middle,14.59,15.22,1.48,1.088,1.87,1.73,9.85,7.16,61.8,73.5,5.29,3.45,4.2,12.0,95.2,39.5,18.1,56.22,High
GMHCI-0937,2017,India,Asia,Lower-Middle,7.9,10.66,1.69,1.019,4.43,3.21,5.8,11.23,84.7,21.6,0.33,1.26,5.6,20.5,74.3,84.9,69.0,59.57,High
GMHCI-0938,2022,Argentina,South America,Upper-Middle,9.1,8.28,2.34,0.257,7.66,0.88,7.35,6.87,70.9,74.8,8.09,4.4,6.7,4.9,68.4,32.9,24.1,44.17,Moderate
GMHCI-0939,2018,Vietnam,Asia,Lower-Middle,7.36,5.78,2.37,1.156,7.68,3.75,8.86,10.08,87.0,30.0,1.49,1.29,4.1,26.6,35.4,39.9,60.9,51.93,High
GMHCI-0940,2020,Bangladesh,Asia,Lower-Middle,9.47,12.07,1.26,1.072,2.53,3.02,2.9,5.81,76.1,29.8,0.99,1.05,3.6,18.5,38.4,78.1,61.6,53.08,High
GMHCI-0941,2017,Canada,North America,High,12.57,11.82,2.69,1.193,7.59,1.94,9.17,9.96,27.3,96.4,13.11,6.5,6.4,15.8,78.9,51.7,11.2,47.9,Moderate
GMHCI-0942,2018,Japan,Asia,High,10.69,16.28,1.12,0.421,2.31,1.88,4.36,12.28,53.6,73.5,24.31,11.82,8.6,20.1,65.3,53.1,26.5,58.88,High
GMHCI-0943,2021,Tanzania,Africa,Low,5.1,5.3,2.0,1.037,1.45,0.78,3.65,4.63,96.7,5.8,0.04,0.92,5.0,11.8,25.5,60.3,89.8,46.6,Moderate
